School Name,Agency Name,Agency ID,County Number,American Indian/Alaska Native,Asian or Asian/Pacific Islander,Hispanic,Black,White,Hawaiian Nat./Pacific Isl.,Two or More Races,Total Race/Ethnicity,Full-Time Equivalent (FTE) Teachers,Pupil/Teacher Ratio
VENICE SENIOR HIGH,Los Angeles Unified,622710,6037,10,142,1265,243,265,4,38,,83.88,23.45
VENTURA ADULT AND CONTINUING EDUCATION,,640980,,,,,,,,,,,
VENTURA CHARTER SCHOOL OF ARTS AND GLOBAL EDUCATION,Ventura County Office of Education,691047,6111,1,9,120,6,259,,40,,19.34,22.49
VENTURA COUNTY SPECIAL EDUCATION,Ventura County Office of Education,691047,6111,3,31,301,18,212,1,26,,76,7.79
VENTURA HIGH,Ventura Unified,640980,6111,20,59,1103,33,848,4,73,,87.35,24.5
VENTURE (ALTERNATIVE),San Ramon Valley Unified,635130,6013,2,27,35,5,119,1,17,,11.66,17.67
VENTURE ACADEMY,San Joaquin County Office of Education,691031,6077,14,77,994,100,346,13,72,,75.88,21.3
VERDE ELEMENTARY,West Contra Costa Unified,632550,6013,,2,280,41,,6,10,,12,28.25
VERDUGO ACADEMY,Glendale Unified,615240,6037,0,18,20,2,74,0,0,,4.2,27.14
VERDUGO HILLS SENIOR HIGH,Los Angeles Unified,622710,6037,11,92,766,51,422,1,14,,63.5,21.37
VERDUGO WOODLANDS ELEMENTARY,Glendale Unified,615240,6037,,137,102,13,481,1,88,,31,26.52
VERITAS ELEMENTARY,Manteca Unified,623610,6077,1,190,352,43,193,17,42,,30,27.93
VERMONT AVENUE ELEMENTARY,Los Angeles Unified,622710,6037,,6,563,56,16,,1,,29,22.14
VERMONT ELEMENTARY,San Bernardino City Unified,634170,6071,2,4,692,15,29,1,20,,30,25.43
VERNON CITY ELEMENTARY,Los Angeles Unified,622710,6037,0,0,240,4,1,0,1,,11,22.36
VERNON E. GREER ELEMENTARY,Galt Joint Union Elementary,614790,6067,1,8,284,5,174,2,19,,25.3,19.49
VERNON MIDDLE,Ontario-Montclair,628470,6071,5,17,617,23,28,2,6,,36.67,19.03
VETERANS ELEMENTARY,Chula Vista Elementary,608610,6073,,249,426,62,96,4,55,,36,24.78
VETERANS ELEMENTARY,Norris Elementary,627450,6029,13,47,268,11,576,,100,,41,24.76
VEVA BLUNT ELEMENTARY,Visalia Unified,641160,6107,4,21,457,25,121,,49,,28.5,23.75
VICENTE MARTINEZ HIGH,Martinez Unified,624030,6013,1,1,21,3,30,0,7,,4.6,13.7
VICENTIA ELEMENTARY,Corona-Norco Unified,609850,6065,3,15,555,7,50,,4,,25,25.36
VICHY ELEMENTARY,Napa Valley Unified,626640,6055,,19,61,1,262,,15,,14.8,24.19
VICTOR ELEMENTARY,Torrance Unified,639420,6037,1,589,158,38,119,4,68,,37,26.41
VICTOR ELEMENTARY,Lodi Unified,622230,6077,2,8,115,2,30,,7,,8.2,20
VICTOR F. HODGE ELEMENTARY,Azusa Unified,603600,6037,,16,554,15,34,,3,,24,25.92
VICTOR VALLEY HIGH,Victor Valley Union High,636972,6071,17,40,1130,422,188,23,48,,64.85,28.8
VICTORIA AVENUE ELEMENTARY,Los Angeles Unified,622710,6037,1,,451,,13,,1,,21,22.19
VICTORIA ELEMENTARY,Newport-Mesa Unified,627240,6059,,11,258,5,78,,7,,17,21.12
VICTORIA ELEMENTARY,Riverside Unified,633150,6065,4,15,451,29,91,2,9,,25,24.04
VICTORIA ELEMENTARY,Redlands Unified,632070,6071,1,99,332,28,47,5,23,,22,24.32
VICTORIA GROVES ELEMENTARY,Alta Loma Elementary,602160,6071,3,55,277,28,164,,22,,21.08,26.04
VICTORIA MAGATHAN ELEMENTARY,Adelanto Elementary,601710,6071,2,2,395,102,11,11,28,,20,27.55
VICTORIANO ELEMENTARY,Val Verde Unified,691135,6065,2,51,431,221,55,1,41,,29,27.66
VICTORY BOULEVARD ELEMENTARY,Los Angeles Unified,622710,6037,,16,494,14,50,1,3,,24,24.08
VICTORY ELEMENTARY,Stockton Unified,638010,6077,32,23,347,68,61,1,13,,18.75,29.07
VICTORY HIGH,Rocklin Unified,600013,6061,2,1,15,2,43,0,10,,5.55,13.15
VICTRESS BOWER SCHOOL FOR EXCEPTIONAL STUDENTS,Corona-Norco Unified,609850,6065,,5,23,2,20,,2,,9.05,5.75
VIEJA VALLEY ELEMENTARY,Hope Elementary,617490,6083,1,5,116,8,205,1,15,,15,23.4
VIEJO ELEMENTARY,Capistrano Unified,607440,6059,2,8,318,10,80,,27,,17,26.18
VIEW PARK CONTINUATION,Los Angeles Unified,622710,6037,,,66,38,1,2,5,,7,16
VIKING ELEMENTARY,Fresno Unified,614550,6019,1,67,403,66,116,12,20,,27.8,24.64
VILLA PARK ELEMENTARY,Orange Unified,628650,6059,1,78,161,6,339,2,29,,20.9,29.47
VILLA PARK HIGH,Orange Unified,628650,6059,6,305,1029,37,971,22,59,,93.21,26.06
VILLACORTA ELEMENTARY,Rowland Unified,633750,6037,,26,410,9,4,,,,17,26.41
VILLAGE,Campbell Union,607200,6085,,25,33,10,143,,64,,11,25
VILLAGE ACADEMY HIGH SCHOOL AT INDIAN HILL,Pomona Unified,631320,6037,,15,302,5,7,,3,,15.5,21.42
VILLAGE CHARTER,Windsor Unified,600034,6097,1,1,19,,54,1,12,,4,22
VILLAGE CHARTER ACADEMY,Los Angeles Unified,622710,6037,,8,201,10,24,3,3,,11,22.64
VILLAGE ELEMENTARY,Twin Rivers Unified,601332,6067,2,24,282,69,153,2,44,,21.5,26.79
VILLAGE ELEMENTARY,Victor Elementary,641040,6071,18,18,536,249,125,6,5,,36,26.58
VILLAGE ELEMENTARY CHARTER,Rincon Valley Union Elementary,632640,6097,9,25,153,21,176,9,15,,18,22.67
VILLAGE HIGH,Pleasanton Unified,600020,6001,,4,27,5,56,4,5,,11.6,8.71
VILLAGE OAKS HIGH,Lincoln Unified,621690,6077,3,13,120,42,58,4,5,,17.8,13.76
VILLAGE VIEW ELEMENTARY,Ocean View,628140,6059,3,45,111,1,263,,36,,21,21.86
VINA DANKS MIDDLE,Ontario-Montclair,628470,6071,1,6,682,12,42,2,5,,39.64,18.92
VINA ELEMENTARY,Los Molinos Unified,622860,6103,,,36,,39,,2,,3.9,19.74
VINCENT ACADEMY,Oakland Unified,628050,6001,,16,48,200,11,1,12,,12,24
VINCENT CHILDREN'S CENTER,Covina-Valley Unified,610050,6037,,,,1,,,,,,
VINCI PARK ELEMENTARY,Berryessa Union Elementary,604800,6085,,341,179,14,33,2,36,,23.8,25.42
VINE ELEMENTARY,West Covina Unified,642000,6037,,115,382,11,17,,16,,23.12,23.4
VINE HILL ELEMENTARY,Scotts Valley Unified,600043,6087,2,20,85,,403,,63,,23,24.91
VINE STREET COMMUNITY DAY,Porterville Unified,600064,6107,1,0,12,0,2,0,1,,1.5,10.67
VINE STREET ELEMENTARY,Los Angeles Unified,622710,6037,2,16,458,12,20,,10,,21,24.67
VINEDALE ELEMENTARY,Los Angeles Unified,622710,6037,,4,140,1,10,,,,7,22.14
VINELAND ELEMENTARY,Vineland Elementary,641130,6029,,1,414,,5,,5,,21.01,20.23
VINELAND ELEMENTARY,Baldwin Park Unified,603690,6037,1,57,660,5,7,2,,,30.53,23.98
VINEWOOD ELEMENTARY,Lodi Unified,622230,6077,3,37,176,3,325,1,21,,23,24.61
VINEYARD ALTERNATIVE,Livermore Valley Joint Unified,622110,6001,2,5,39,2,73,1,9,,15.62,8.39
VINEYARD ELEMENTARY,Ontario-Montclair,628470,6071,1,16,729,17,8,,15,,28.5,27.58
VINEYARD ELEMENTARY,Templeton Unified,639000,6079,5,10,132,2,375,1,18,,21,25.86
VINEYARD JUNIOR HIGH,Alta Loma Elementary,602160,6071,2,91,316,71,279,6,11,,31.08,24.97
VINLAND ELEMENTARY,Fresno Unified,614550,6019,4,95,351,55,82,,20,,24,25.29
VINTAGE HIGH,Napa Valley Unified,626640,6055,9,37,951,13,711,4,90,,80.43,22.57
VINTAGE HILLS ELEMENTARY,Temecula Valley Unified,600028,6065,4,19,195,10,376,,73,,27,25.07
VINTAGE HILLS ELEMENTARY,Pleasanton Unified,600020,6001,,209,47,5,307,2,46,,26,23.69
VINTAGE MATH/SCIENCE/TECHNOLOGY MAGNET,Los Angeles Unified,622710,6037,1,93,523,12,164,2,28,,31,26.55
VINTAGE PARKWAY ELEMENTARY,Oakley Union Elementary,628080,6013,8,16,237,56,198,5,9,,22,24.05
VIOLET HEINTZ EDUCATION ACADEMY,Fresno County Office of Education,691007,6019,0,1,80,26,12,0,1,,4.5,26.67
VIP VILLAGE PRESCHOOL,South Bay Union,637380,6073,,,,,,,,,,
VIRGIL MIDDLE,Los Angeles Unified,622710,6037,1,141,835,39,13,,4,,44,23.48
VIRGINIA AVENUE ELEMENTARY,Fairfax Elementary,613290,6029,2,14,607,25,18,1,14,,31,21.97
VIRGINIA LEE ROSE ELEMENTARY,Madera Unified,623340,6039,0,0,0,0,0,0,0,,,
VIRGINIA PARKS ELEMENTARY,Ceres Unified,608130,6099,3,32,496,20,129,6,6,,26.5,26.11
VIRGINIA PETERSON ELEMENTARY,Paso Robles Joint Unified,600048,6079,,1,347,6,118,1,14,,21,23.19
VIRGINIA PRIMROSE ELEMENTARY,Fontana Unified,613920,6071,,6,390,45,20,2,4,,20.98,22.26
VIRGINIA R. BORIS ELEMENTARY,Clovis Unified,609030,6019,2,187,184,14,172,,18,,20.5,28.15
VIRGINIA ROAD ELEMENTARY,Los Angeles Unified,622710,6037,,2,231,150,4,,7,,18,21.89
VIRGINIA ROCCA BARTON ELEMENTARY,Alisal Union,601950,6053,,3,737,,1,,48,,31,25.45
VIRTUAL PRE,Palm Springs Unified,629550,6065,,,,,,,,,,
VISALIA CHARTER INDEPENDENT STUDY,Visalia Unified,641160,6107,8,18,338,13,126,0,15,,47.15,10.99
VISALIA TECHNICAL EARLY COLLEGE,Visalia Unified,641160,6107,7,3,121,6,123,,18,,16.49,16.86
VISIONS IN EDUCATION,San Juan Unified,634620,6067,107,382,983,424,3268,42,73,,183.9,28.71
VISITACION VALLEY ELEMENTARY,San Francisco Unified,634410,6075,1,213,60,53,2,29,34,,14.5,27.03
VISITACION VALLEY MIDDLE,San Francisco Unified,634410,6075,1,117,154,64,8,25,21,,29.3,13.31
VISTA (ALTERNATIVE),Bonita Unified,605610,6037,0,1,8,2,1,0,2,,1,14
VISTA ACADEMY OF VISUAL AND PERFORMING ARTS,Vista Unified,641190,6073,,7,532,6,39,1,5,,24,24.58
VISTA ADULT TRANSITION CENTER,Vista Unified,641190,6073,,6,62,4,30,3,3,,9,12
VISTA ALTERNATIVE,Fremont Unified,614400,6001,1,3,10,3,11,2,1,,3.8,8.16
VISTA CHARTER MIDDLE,Los Angeles Unified,622710,6037,,19,387,3,1,1,4,,15,27.67
VISTA COLORADO ELEMENTARY,Needles Unified,626760,6071,65,6,113,12,226,,17,,18,24.39
VISTA CONTINUATION HIGH,Kern High,619540,6029,2,1,174,36,22,0,4,,15.09,15.84
VISTA DE LAS CRUCES,Vista del Mar Union,641220,6083,4,3,36,,24,,31,,8,12.25
VISTA DEL LAGO HIGH,Folsom-Cordova Unified,613890,6067,11,302,154,21,1229,3,41,,72.42,24.32
VISTA DEL LAGO HIGH,Moreno Valley Unified,625800,6065,5,97,1475,308,108,9,22,,88.19,22.95
VISTA DEL MAR,San Ysidro Elementary,635220,6073,,72,390,40,22,2,34,,19,29.47
VISTA DEL MAR ELEMENTARY,Capistrano Unified,607440,6059,1,39,98,6,826,1,103,,35,30.69
VISTA DEL MAR MIDDLE,Capistrano Unified,607440,6059,3,26,87,,503,1,37,,27.56,23.84
VISTA DEL MONTE ELEMENTARY,Palm Springs Unified,629550,6065,5,14,393,24,45,,10,,23,21.35
VISTA DEL VALLE DUAL LANGUAGE ACADEMY,Los Angeles Unified,622710,6037,,3,437,2,17,,7,,19,24.53
VISTA DEL VALLE ELEMENTARY,Claremont Unified,608760,6037,1,35,225,25,40,1,8,,13,25.77
VISTA ELEMENTARY,Simi Valley Unified,636840,6111,,220,138,14,256,1,41,,23.1,29
VISTA GRANDE ELEMENTARY,Ontario-Montclair,628470,6071,1,26,339,33,41,1,15,,17,26.82
VISTA GRANDE ELEMENTARY,Palos Verdes Peninsula Unified,629700,6037,2,220,37,9,141,,33,,16,27.63
VISTA GRANDE ELEMENTARY,Cajon Valley Union,606810,6073,1,12,95,5,422,2,78,,24.2,25.41
VISTA GRANDE ELEMENTARY,San Diego Unified,634320,6073,2,35,114,35,161,3,69,,16.8,24.94
VISTA GRANDE ELEMENTARY,San Ramon Valley Unified,635130,6013,,68,59,1,452,2,58,,25.17,25.43
VISTA HEIGHTS MIDDLE,Moreno Valley Unified,625800,6065,4,58,818,256,130,4,55,,50.8,26.08
VISTA HERITAGE CHARTER MIDDLE,Orange County Department of Education,691024,6059,1,1,212,2,3,,19,,12.5,19.04
VISTA HIGH,Lynwood Unified,623160,6037,0,0,199,14,1,0,0,,10,21.4
VISTA HIGH,Vista Unified,641190,6073,10,68,1916,58,422,35,63,,129.13,19.92
VISTA HIGH,El Dorado Union High,612070,6017,1,0,12,1,31,0,1,,2.21,20.81
VISTA HIGH (ALTERNATIVE),West Contra Costa Unified,632550,6013,1,24,124,68,29,2,13,,18.83,13.86
VISTA HIGH (CONTINUATION),Escalon Unified,612840,6077,0,0,25,0,10,0,2,,2,18.5
VISTA INNOVATION AND DESIGN ACADEMY,Vista Unified,641190,6073,6,32,385,8,273,1,34,,35.69,20.71
VISTA LA MESA ACADEMY,Lemon Grove,621330,6073,4,52,330,122,77,4,42,,25.76,24.5
VISTA MAGNET MIDDLE SCHOOL OF TECHNOLOGY SCIENCE AND MATH,Vista Unified,641190,6073,1,38,546,14,222,4,30,,40.5,21.11
VISTA MIDDLE,Los Angeles Unified,622710,6037,1,47,1091,18,17,7,2,,47,25.17
VISTA MURRIETA HIGH,Murrieta Valley Unified,600029,6065,9,456,1186,267,1353,42,261,,133.57,26.76
VISTA NUEVA CAREER AND TECHNOLOGY HIGH,Twin Rivers Unified,601332,6067,1,14,81,30,13,2,1,,8.2,17.32
VISTA OAKS CHARTER,Byron Union Elementary,606750,6013,7,26,180,12,383,,26,,34.27,18.5
VISTA PREPARATORY ACADEMY,Red Bluff Union Elementary,631980,6103,13,3,219,5,337,1,24,,,
VISTA REAL CHARTER HIGH,Ventura County Office of Education,691047,6111,7,6,688,9,204,,27,,46.83,20.09
VISTA SAN GABRIEL ELEMENTARY,Wilsona Elementary,642810,6037,10,2,506,85,97,,33,,31.5,23.27
VISTA SQUARE ELEMENTARY,Chula Vista Elementary,608610,6073,2,21,568,13,40,,4,,29,22.34
VISTA VERDE,Irvine Unified,684500,6059,,232,68,1,512,,98,,34.34,26.53
VISTA VERDE ELEMENTARY,Snowline Joint Unified,636970,6071,5,13,435,169,71,7,51,,29.31,25.62
VISTA VERDE MIDDLE,Val Verde Unified,691135,6065,4,61,528,248,68,6,41,,38,25.16
VISTA VERDE MIDDLE,Greenfield Union Elementary,616080,6053,1,4,1068,4,12,1,1,,52.76,20.68
VISTA VIEW MIDDLE,Ocean View,628140,6059,,230,311,7,119,2,11,,30.5,22.3
VISTA VISIONS ACADEMY,Vista Unified,641190,6073,0,0,28,0,12,0,3,,6.2,6.94
VISTA WEST CONTINUATION HIGH,Kern High,619540,6029,5,4,119,20,117,,7,,16.5,16.48
VISUAL AND PERFORMING ARTS AT LEGACY HIGH SCHOOL COMPLEX,Los Angeles Unified,622710,6037,,,476,6,4,1,3,,20,24.5
VIVIAN BANKS CHARTER,Bonsall Unified,601426,6073,44,,55,2,4,,3,,6,18
VOICES COLLEGE-BOUND LANGUAGE ACADEMY,Franklin-McKinley Elementary,614370,6085,,9,444,6,14,1,9,,17,28.41
VOICES COLLEGE-BOUND LANGUAGE ACADEMY AT MORGAN HILL,Santa Clara County Office of Education,691035,6085,0,1,130,0,6,0,1,,5,27.6
VOICES COLLEGE-BOUND LANGUAGE ACADEMY AT MT. PLEASANT,Santa Clara County Office of Education,691035,6085,0,1,152,4,2,0,3,,6,27
VOLTA ELEMENTARY,Los Banos Unified,622740,6047,1,11,290,4,105,3,1,,13,31.92
VON RENNER ELEMENTARY,Newman-Crows Landing Unified,627200,6099,2,,447,3,43,3,7,,24,21.04
VOORHIES ELEMENTARY,Bakersfield City,603630,6029,3,2,900,29,52,,6,,44.5,22.29
W. A. KENDRICK ELEMENTARY,Greenfield Union,616050,6029,3,9,659,63,57,,24,,36,22.64
W. D. HALL ELEMENTARY,Cajon Valley Union,606810,6073,,16,223,44,283,6,35,,24,25.29
W. E. MITCHELL MIDDLE,Folsom-Cordova Unified,613890,6067,7,82,260,81,324,16,48,,39.51,20.7
W. R. NELSON ELEMENTARY,Tustin Unified,640150,6059,1,62,404,18,47,,9,,18,30.06
W. R. POWELL ELEMENTARY,Azusa Unified,603600,6037,3,11,189,7,19,,4,,10,23.3
W.E.B.DUBOIS PUBLIC CHARTER,Washington Unified,601415,6019,5,6,273,56,10,,3,,15,23.53
WADE THOMAS ELEMENTARY,Ross Valley Elementary,600006,6041,,23,38,1,309,,21,,18,21.78
WADSWORTH AVENUE ELEMENTARY,Los Angeles Unified,622710,6037,,1,692,20,13,,5,,35,20.89
WAGNER RANCH ELEMENTARY,Orinda Union Elementary,628860,6013,2,99,19,6,244,,21,,19,20.58
WAGNER-HOLT ELEMENTARY,Lodi Unified,622230,6077,3,107,242,100,43,3,18,,21,24.57
WAGON WHEEL ELEMENTARY,Capistrano Unified,607440,6059,,29,59,4,347,,41,,16,30
WAKEFIELD ELEMENTARY,Turlock Unified,600158,6099,2,6,528,4,45,,1,,25,23.44
WAKEHAM ELEMENTARY,Garden Grove Unified,614880,6059,,40,250,5,14,11,7,,13,25.15
WALDEN ACADEMY,Glenn County Office of Education,691008,6021,4,2,56,2,96,,7,,8,20.88
WALDO ROHNERT INTERMEDIATE,Cotati-Rohnert Park Unified,609940,6097,,5,226,3,31,1,10,,10,27.6
WALGROVE AVENUE ELEMENTARY,Los Angeles Unified,622710,6037,,12,94,47,139,3,23,,17,18.71
WALKER ELEMENTARY,Santa Ana Unified,635310,6059,,37,430,,1,,3,,18,26.17
WALKER ELEMENTARY,San Diego Unified,634320,6073,,153,165,22,24,7,38,,17,24.06
WALKER JUNIOR HIGH,Anaheim Union High,602630,6059,3,341,485,39,211,8,52,,41.01,27.77
WALLACE R. DAVIS ELEMENTARY,Santa Ana Unified,635310,6059,1,1,633,,1,,2,,22,29
WALLEN L. ANDREWS ELEMENTARY,Whittier City Elementary,642450,6037,3,21,553,7,29,,21,,25.68,24.69
WALLENBERG (RAOUL) TRADITIONAL HIGH,San Francisco Unified,634410,6075,7,343,105,63,78,2,41,,32.35,19.75
WALLIS ANNENBERG HIGH,Los Angeles Unified,622710,6037,,1,469,31,,,1,,19,26.42
WALNUT ACRES ELEMENTARY,Mt. Diablo Unified,626370,6013,,105,71,3,348,,116,,26,24.73
WALNUT AVENUE ELEMENTARY,Chino Valley Unified,608460,6071,,14,624,9,27,,8,,27,25.26
WALNUT CANYON ELEMENTARY,Moorpark Unified,625690,6111,2,14,248,4,171,,21,,21.11,21.79
WALNUT CREEK INTERMEDIATE,Walnut Creek Elementary,641250,6013,,194,161,29,696,2,60,,46.66,24.47
WALNUT ELEMENTARY,Conejo Valley Unified,609640,6111,3,39,168,1,108,1,13,,15,22.2
WALNUT ELEMENTARY,Walnut Valley Unified,641280,6037,,403,174,6,35,6,43,,26.18,25.48
WALNUT ELEMENTARY,La Habra City Elementary,620190,6059,,9,540,7,19,,3,,23,25.13
WALNUT ELEMENTARY,Baldwin Park Unified,603690,6037,,34,559,,3,,,,26,22.92
WALNUT ELEMENTARY EDUCATION CENTER,Turlock Unified,600158,6099,5,88,264,6,519,7,23,,36,25.33
WALNUT GROVE ELEMENTARY,Patterson Joint Unified,630030,6099,,8,696,6,49,3,3,,,
WALNUT GROVE ELEMENTARY,River Delta Joint Unified,633110,6067,,2,146,6,14,2,1,,7,24.43
WALNUT GROVE ELEMENTARY,Pleasanton Unified,600020,6001,,236,26,6,441,,40,,29,25.83
WALNUT GROVE INTERMEDIATE,West Covina Unified,642000,6037,,55,280,7,16,,2,,18.11,19.88
WALNUT HEIGHTS ELEMENTARY,Walnut Creek Elementary,641250,6013,,51,55,5,246,2,37,,18.17,21.79
WALNUT HIGH,Walnut Valley Unified,641280,6037,2,1674,656,56,195,12,42,,112.26,23.49
WALNUT PARK ELEMENTARY,Los Angeles Unified,622710,6037,,,745,,22,,,,30,25.57
WALNUT PARK MID A SCH OF SOC JUST AND SERVICE LRNG,Los Angeles Unified,622710,6037,,1,517,1,5,,1,,24.5,21.43
WALNUT PARK MID B SCI TECH ENGR AND MATH ACAD,Los Angeles Unified,622710,6037,,3,521,,6,,,,23.5,22.55
WALNUTWOOD HIGH (INDEPENDENT STUDY),Folsom-Cordova Unified,613890,6067,0,4,25,14,116,2,9,,9.95,17.09
WALT DISNEY,Magnolia Elementary,623430,6059,1,163,359,18,101,3,18,,24,27.63
WALT DISNEY ELEMENTARY,Burbank Unified,606450,6037,,26,234,16,96,,25,,15,26.47
WALT DISNEY ELEMENTARY,San Ramon Valley Unified,635130,6013,,177,55,12,242,5,56,,22.1,24.75
WALT TYLER ELEMENTARY,Pioneer Union Elementary,630480,6017,,,2,,20,,2,,2,12
WALTER COLTON,Monterey Peninsula Unified,625530,6053,3,59,410,23,165,5,29,,32.84,21.13
WALTER F. DEXTER MIDDLE,Whittier City Elementary,642450,6037,2,5,932,11,48,2,15,,41.55,24.43
WALTER HAYS ELEMENTARY,Palo Alto Unified,629610,6085,1,121,59,5,187,11,44,,25.51,16.78
WALTER J. KATNICH COMMUNITY DAY,Lodi Unified,622230,6077,0,0,4,3,0,0,0,,2,3.5
WALTER L. BACHRODT ELEMENTARY,San Jose Unified,634590,6085,1,39,554,26,54,1,28,,28.9,24.33
WALTER M. BROWN ELEMENTARY,Turlock Unified,600158,6099,2,42,330,17,225,3,23,,27,23.78
WALTER REED MIDDLE,Los Angeles Unified,622710,6037,6,179,715,86,563,4,46,,61,26.21
WALTER STIERN MIDDLE,Bakersfield City,603630,6029,4,6,932,57,74,2,7,,40.37,26.8
WALTER WHITE ELEMENTARY,Ceres Unified,608130,6099,3,13,470,22,93,5,3,,33,18.45
WALTER WOODWARD ELEMENTARY,Manteca Unified,623610,6077,2,148,319,44,289,9,53,,33.57,25.74
WALTER ZIMMERMAN ELEMENTARY,Colton Joint Unified,609390,6071,1,3,689,10,10,2,1,,30,23.87
WALTERIA ELEMENTARY,Torrance Unified,639420,6037,1,291,126,11,180,,73,,25.33,26.92
WALTON DEVELOPMENT CENTER,Stockton Unified,638010,6077,,11,52,14,15,1,1,,9.25,10.16
WALTON MIDDLE,Compton Unified,609620,6037,,,216,42,1,8,1,,14.92,17.96
WANDA HIRSCH ELEMENTARY,Tracy Joint Unified,600047,6077,3,97,219,29,169,5,24,,22.9,23.84
WANGENHEIM MIDDLE,San Diego Unified,634320,6073,,384,240,52,98,11,120,,36.01,25.13
WARD (E. W.) ELEMENTARY,Downey Unified,611460,6037,2,7,412,7,6,1,3,,18,24.33
WARM SPRINGS ELEMENTARY,Fremont Unified,614400,6001,2,988,36,8,55,3,17,,36.7,30.22
WARM SPRINGS ELEMENTARY,San Bernardino City Unified,634170,6071,3,13,456,62,13,,18,,23,24.57
WARM SPRINGS MIDDLE,Murrieta Valley Unified,600029,6065,5,70,348,55,319,7,73,,31.09,28.21
WARNER AVENUE ELEMENTARY,Los Angeles Unified,622710,6037,1,66,32,21,531,,20,,28,23.96
WARNER ELEMENTARY,Warner Unified,600042,6073,25,2,27,,18,,3,,4.84,15.5
WARNER HIGH,Modoc Joint Unified,625190,6049,1,0,2,0,8,0,0,,0.86,12.79
WARNER JUNIOR/SENIOR HIGH,Warner Unified,600042,6073,23,,29,2,25,,3,,8.45,9.7
WARNER MIDDLE,Westminster,642150,6059,4,678,396,10,35,9,11,,44.01,25.97
WARREN (EARL) HIGH,Downey Unified,611460,6037,11,84,3282,101,185,8,7,,148.15,24.83
WARREN A. ALLISON ELEMENTARY,Twin Rivers Unified,601332,6067,5,18,194,69,107,2,22,,18,23.17
WARREN E. HYDE MIDDLE,Cupertino Union,610290,6085,,680,108,18,151,4,22,,43.4,22.65
WARREN LANE ELEMENTARY,Inglewood Unified,618390,6037,2,1,31,245,3,,5,,14,20.5
WARREN T. EICH MIDDLE,Roseville City Elementary,633600,6061,5,81,219,10,475,1,109,,39.51,22.78
WARWICK ELEMENTARY,Fremont Unified,614400,6001,3,634,99,19,89,8,49,,36,25.03
WASCO HIGH,Wasco Union High,641430,6029,1,5,1583,27,94,1,5,,72.36,23.71
WASCO INDEPENDENCE HIGH,Wasco Union High,641430,6029,,,129,2,8,,,,8,17.38
WASHINGTON,Hawthorne,616680,6037,3,22,497,97,16,9,6,,26,25
WASHINGTON,Cloverdale Unified,608970,6097,7,3,257,1,157,,15,,23.76,18.52
WASHINGTON (GEORGE) HIGH,San Francisco Unified,634410,6075,6,1296,353,77,164,11,103,,95.87,20.97
WASHINGTON ACADEMIC MIDDLE,Sanger Unified,635250,6019,3,163,1454,26,135,3,32,,73.5,24.71
WASHINGTON COLONY ELEMENTARY,Washington Colony Elementary,641460,6019,1,6,378,4,36,,3,,24,17.83
WASHINGTON ELEMENTARY,Kingsburg Elementary Charter,619800,6019,,10,175,2,82,,15,,12,23.67
WASHINGTON ELEMENTARY,Kings Canyon Joint Unified,619700,6019,,2,371,1,19,,6,,15,26.6
WASHINGTON ELEMENTARY,Compton Unified,609620,6037,,,322,50,1,1,3,,15.5,24.32
WASHINGTON ELEMENTARY,Charter Oak Unified,608190,6037,1,54,284,8,97,1,18,,19,24.37
WASHINGTON ELEMENTARY,Bellflower Unified,604440,6037,5,23,631,55,20,1,7,,31,23.94
WASHINGTON ELEMENTARY,Redondo Beach Unified,600032,6037,4,85,295,25,243,4,84,,30,24.67
WASHINGTON ELEMENTARY,Mendota Unified,600022,6019,1,1,384,,2,,4,,16,24.5
WASHINGTON ELEMENTARY,Eureka City Schools,600052,6023,22,46,88,8,251,7,70,,20,24.6
WASHINGTON ELEMENTARY,El Centro Elementary,612030,6025,,,386,13,4,,1,,18,22.44
WASHINGTON ELEMENTARY,Santa Ana Unified,635310,6059,,11,806,,4,2,,,32,25.72
WASHINGTON ELEMENTARY,Pasadena Unified,629940,6037,2,12,476,73,7,,3,,25.6,22.38
WASHINGTON ELEMENTARY,Pomona Unified,631320,6037,,5,611,5,5,,2,,24,26.17
WASHINGTON ELEMENTARY,San Gabriel Unified,634425,6037,1,218,218,9,15,1,25,,20,24.35
WASHINGTON ELEMENTARY,Lynwood Unified,623160,6037,,,694,44,3,,,,30,24.7
WASHINGTON ELEMENTARY,Montebello Unified,625470,6037,1,6,947,1,22,2,2,,35.83,27.38
WASHINGTON ELEMENTARY,Riverside Unified,633150,6065,2,17,608,24,182,,27,,34,25.29
WASHINGTON ELEMENTARY,Merced River Union Elementary,624630,6047,2,,112,1,51,,9,,8.67,20.18
WASHINGTON ELEMENTARY,Burlingame Elementary,606480,6081,,51,80,4,229,1,24,,16.5,23.58
WASHINGTON ELEMENTARY,West Contra Costa Unified,632550,6013,4,16,297,60,70,,12,,19,24.16
WASHINGTON ELEMENTARY,San Leandro Unified,634680,6001,1,41,247,43,27,2,22,,16,23.94
WASHINGTON ELEMENTARY,Berkeley Unified,604740,6001,,52,70,71,222,2,66,,21.6,22.36
WASHINGTON ELEMENTARY,San Diego Unified,634320,6073,2,8,196,20,50,1,16,,14,20.93
WASHINGTON ELEMENTARY,Washington Union Elementary,641610,6053,,19,36,,118,,15,,7,26.86
