School Name,School Name [Public School] 201617,Agency Name,Agency ID,County Number,American Indian/Alaska Native,Asian or Asian/Pacific Islander,Hispanic,Black,White,Hawaiian Nat./Pacific Isl.,Two or More Races,FullTime Equivalent (FTE) Teachers,Pupil/Teacher Ratio ,Total Students All Grades (Includes AE)
ALTERNATIVE OPPORTUNITY PROGRAMS,Alternative Opportunity Programs,Los Angeles County Office of Education,691078,6037,0,0,47,5,1,0,0,,,53
ALTERNATIVES IN ACTION,Alternatives in Action,Alameda Unified,601770,6001,1,,159,10,1,,,10.8,15.83,171
ALTIMIRA MIDDLE,Altimira Middle,Sonoma Valley Unified,637200,6097,4,15,358,1,139,,3,27.4,18.98,520
ALTURAS ELEMENTARY,Alturas Elementary,Modoc Joint Unified,625190,6049,29,8,54,5,279,,16,19.86,19.69,391
ALVARADO ELEMENTARY,Alvarado Elementary,Long Beach Unified,622500,6037,2,131,194,37,21,6,21,16.4,25.12,412
ALVARADO ELEMENTARY,Alvarado Elementary,New Haven Unified,626910,6001,3,461,198,37,42,12,47,33,24.24,800
ALVARADO ELEMENTARY,Alvarado Elementary,San Francisco Unified,634410,6075,2,16,235,10,198,1,56,21.33,24.29,518
ALVARADO INTERMEDIATE,Alvarado Intermediate,Rowland Unified,633750,6037,,342,353,8,28,3,15,29.8,25.13,749
ALVIEW ELEMENTARY,Alview Elementary,AlviewDairyland Union Elementary,602360,6039,1,5,98,,73,,,8,22.13,177
ALVIN ELEMENTARY,Alvin Elementary,Santa MariaBonita,605580,6083,1,9,981,4,30,,,37.5,27.33,1025
ALVIN S. HATCH ELEMENTARY,Alvin S. Hatch Elementary,Cabrillo Unified,606780,6081,,14,345,,238,,25,25,24.88,622
ALVINA ELEMENTARY CHARTER,Alvina Elementary Charter,Alvina Elementary,602370,6019,2,1,154,,24,1,,10,18.2,182
ALVORD ALTERNATIVE CONTINUATION HIGH,Alvord Alternative Continuation High,Alvord Unified,602430,6065,0,0,113,3,5,0,0,7,17.29,121
ALVORD CONTINUATION HIGH,Alvord Continuation High,Alvord Unified,602430,6065,0,1,105,6,12,3,2,9.84,13.11,129
AMADOR COUNTY ROP,Amador County ROP,Amador County ROP,600089,6005,0,0,0,0,0,0,0,,,0
AMADOR COUNTY SPECIAL EDUCATION,Amador County Special Education,Amador County Office of Education,691001,6005,8,,43,,88,,13,24.05,6.32,152
AMADOR HIGH,Amador High,Amador County Unified,602450,6005,14,8,117,1,476,1,51,27.22,24.54,668
AMADOR VALLEY HIGH,Amador Valley High,Pleasanton Unified,600020,6001,7,985,252,40,1288,5,71,111.23,23.81,2648
AMANECER PRIMARY CENTER,Amanecer Primary Center,Los Angeles Unified,622710,6037,1,,193,,3,,,9,21.89,197
AMARGOSA CREEK MIDDLE,Amargosa Creek Middle,Lancaster Elementary,620880,6037,5,43,492,260,172,2,28,45.64,21.95,1002
AMBASSADOR PHILLIP V. SANCHEZ PUBLIC CHARTER,Ambassador Phillip V. Sanchez Public Charter,Raisin City Elementary,631680,6019,4,17,311,43,32,0,14,14.25,29.54,421
AMBASSADOR SCHOOLGLOBAL EDUCATION,Ambassador SchoolGlobal Education,Los Angeles Unified,622710,6037,,69,257,8,32,1,8,19,19.74,375
AMBASSADORGLOBAL LEADERSHIP,AmbassadorGlobal Leadership,Los Angeles Unified,622710,6037,2,114,485,14,11,1,3,31.33,20.11,630
AMBLER AVENUE ELEMENTARY,Ambler Avenue Elementary,Los Angeles Unified,622710,6037,,8,84,446,5,1,2,23,23.74,546
AMELIA EARHART CONTINUATION,Amelia Earhart Continuation,Los Angeles Unified,622710,6037,,,75,3,3,,,5,16.2,81
AMELIA EARHART ELEMENTARY,Amelia Earhart Elementary,Alameda Unified,601770,6001,1,243,86,18,152,1,109,24.2,25.21,610
AMELIA EARHART ELEMENTARY SCHOOL OF INTERNATIONAL STUDIES,Amelia Earhart Elementary School of International Studies,Desert Sands Unified,611110,6065,5,49,537,7,304,1,50,36,26.47,953
AMELIA EARHART MIDDLE,Amelia Earhart Middle,Riverside Unified,633150,6065,2,89,363,88,386,8,87,39,26.23,1023
AMERICA'S FINEST CHARTER,America's Finest Charter,San Diego Unified,634320,6073,,23,241,109,15,,2,17,22.94,390
AMERICAN CANYON HIGH,American Canyon High,Napa Valley Unified,626640,6055,3,531,558,147,193,15,98,73.4,21.05,1545
AMERICAN CANYON MIDDLE,American Canyon Middle,Napa Valley Unified,626640,6055,5,340,406,80,139,9,71,48.36,21.71,1050
AMERICAN ELEMENTARY,American Elementary,Rosedale Union Elementary,633480,6029,,56,268,12,341,,70,33,22.64,747
AMERICAN HIGH,American High,Fremont Unified,614400,6001,5,1497,218,86,313,18,63,90.19,24.39,2200
AMERICAN INDIAN PUBLIC CHARTER,American Indian Public Charter,Oakland Unified,628050,6001,0,79,23,33,8,1,0,6.61,21.79,144
AMERICAN INDIAN PUBLIC CHARTER II,American Indian Public Charter School II,Oakland Unified,628050,6001,3,392,73,155,13,,8,26.66,24.16,644
AMERICAN INDIAN PUBLIC HIGH,American Indian Public High,Oakland Unified,628050,6001,,154,46,48,8,,4,13.4,19.4,260
AMERICAN LAKES,American Lakes Elementary,Natomas Unified,600036,6067,5,30,191,134,41,8,42,22,20.5,451
AMERICAN LEGION HIGH (CONTINUATION),American Legion High (Continuation),Sacramento City Unified,633840,6067,2,12,146,80,15,8,17,13.31,21.04,280
AMERICAN RIVER CHARTER,American River Charter,Black Oak Mine Unified,605240,6017,3,2,13,2,156,,1,6.92,25.58,177
AMERICAN UNION ELEMENTARY,American Union Elementary,Washington Unified,601415,6019,,13,244,5,65,,3,17,19.41,330
AMESTI ELEMENTARY,Amesti Elementary,Pajaro Valley Unified,629490,6087,1,9,588,1,14,,,26,23.58,613
AMESTOY ELEMENTARY,Amestoy Elementary,Los Angeles Unified,622710,6037,,48,563,134,14,5,24,33,23.88,788
AMISTAD HIGH (CONTINUATION),Amistad High (Continuation),Desert Sands Unified,611110,6065,1,0,204,4,14,0,4,18.3,12.4,227
AMY B. SEIBERT ELEMENTARY,Amy B. Seibert Elementary,PanamaBuena Vista Union,606390,6029,2,20,481,105,92,3,14,27.53,26.04,717
ANACAPA MIDDLE,Anacapa Middle,Ventura Unified,640980,6111,1,33,571,8,263,4,42,35.18,26.21,922
ANAHEIM HIGH,Anaheim High,Anaheim Union High,602630,6059,6,72,2902,21,67,5,4,117.89,26.1,3077
ANAHEIM HILLS ELEMENTARY,Anaheim Hills Elementary,Orange Unified,628650,6059,1,119,78,11,232,,53,17,29.06,494
ANAHUACALMECAC INTERNATIONAL UNIV PREP OF N. AMERICA,Anahuacalmecac International Univ Prep of N. America,SBE  Anahuacalmecac International Univ Prep of N. America,601430,6037,2,,363,2,1,,6,16.75,22.33,374
ANALY HIGH,Analy High,West Sonoma County Union High,602670,6097,7,51,219,10,871,2,40,54.2,22.14,1200
ANATOLA AVENUE ELEMENTARY,Anatola Avenue Elementary,Los Angeles Unified,622710,6037,1,28,383,15,40,1,6,23,20.61,474
ANAVERDE HILLS,Anaverde Hills,Westside Union Elementary,642120,6037,4,37,372,117,106,,39,24.58,27.46,675
ANDASOL AVENUE ELEMENTARY,Andasol Avenue Elementary,Los Angeles Unified,622710,6037,2,69,226,18,106,,11,18,24,432
ANDERSON,Anderson,San Bernardino City Unified,634170,6071,0,5,69,14,13,1,4,10,10.6,106
ANDERSON (ALEX) ELEMENTARY,Anderson (Alex) Elementary,Oak Grove Elementary,627810,6085,,147,282,11,70,10,33,23,24.04,553
ANDERSON (LINFORD L.) ELEMENTARY,Anderson (Linford L.) Elementary,Dixon Unified,611280,6095,,5,408,5,76,1,14,14.1,36.1,509
ANDERSON COMMUNITY DAY,Anderson Community Day,Anderson Union High,602700,6089,1,,1,1,8,,,1.2,9.17,11
ANDERSON ELEMENTARY,Anderson Elementary,Westminster,642150,6059,,278,237,1,24,5,3,24,22.83,548
ANDERSON ELEMENTARY,Anderson Elementary,Compton Unified,609620,6037,,1,477,27,2,4,15,19,27.68,526
ANDERSON HEIGHTS ELEMENTARY,Anderson Heights Elementary,Cascade Union Elementary,607680,6089,18,24,79,9,197,4,12,14,24.5,343
ANDERSON HIGH,Anderson High,Anderson Union High,602700,6089,41,28,117,18,349,4,6,28,20.11,563
ANDERSON MIDDLE,Anderson Middle,Cascade Union Elementary,607680,6089,17,25,74,7,209,2,7,18,18.94,341
ANDERSON NEW TECHNOLOGY HIGH,Anderson New Technology High,Anderson Union High,602700,6089,15,3,17,4,135,,8,12.25,14.86,182
ANDERSON VALLEY ELEMENTARY,Anderson Valley Elementary,Anderson Valley Unified,602730,6045,2,1,213,3,57,,,14,19.71,276
ANDERSON VALLEY JUNIORSENIOR HIGH,Anderson Valley JuniorSenior High,Anderson Valley Unified,602730,6045,2,,161,2,50,,2,16.92,12.83,217
ANDERSON W. CLARK MAGNET HIGH,Anderson W. Clark Magnet High,Glendale Unified,615240,6037,1,136,84,1,875,,8,44.6,24.78,1105
ANDRES AND MARIA CARDENAS ELEMENTARY,Andres and Maria Cardenas Elementary,Los Angeles Unified,622710,6037,,12,476,12,19,1,6,21,25.05,526
ANDRES DUARTE ARTS ACADEMY (PK8),Andres Duarte Elementary,Duarte Unified,611520,6037,,29,242,24,22,2,14,15,22.2,333
ANDREW CARNEGIE MIDDLE,Andrew Carnegie Middle,Los Angeles Unified,622710,6037,,148,458,207,29,47,19,40.33,22.51,908
ANDREW CARNEGIE MIDDLE,Andrew Carnegie Middle,San Juan Unified,634620,6067,5,26,155,34,771,5,36,42.55,24.25,1032
ANDREW JACKSON ELEMENTARY,Andrew Jackson Elementary,Selma Unified,636270,6019,1,34,680,3,36,1,2,30.12,25.13,757
ANDREW JACKSON ELEMENTARY,Andrew Jackson Elementary,Desert Sands Unified,611110,6065,1,5,601,8,17,1,28,26,25.42,661
ANDREW JACKSON ELEMENTARY,Andrew Jackson Elementary,Santa Ana Unified,635310,6059,4,35,856,1,9,2,4,33,27.61,911
ANDREW N. CHRISTENSEN MIDDLE,Andrew N. Christensen Middle,Livermore Valley Joint Unified,622110,6001,5,76,160,13,320,3,48,26.67,23.43,625
ANDREW P. HILL HIGH,Andrew P. Hill High,East Side Union High,611820,6085,4,734,1061,45,26,4,9,86.68,21.72,1883
ANDROS KARPEROS,Andros Karperos,Yuba City Unified,643470,6101,7,527,454,16,235,2,47,60.41,21.32,1288
ANGEL'S GATE (CONTINUATION),Angel's Gate (Continuation),Los Angeles Unified,622710,6037,1,2,63,11,13,,,4,22.5,90
ANGELES MESA ELEMENTARY,Angeles Mesa Elementary,Los Angeles Unified,622710,6037,,,218,151,15,,10,19,20.74,394
ANGELO RODRIGUEZ HIGH,Angelo Rodriguez High,FairfieldSuisun Unified,613360,6095,11,414,435,295,439,17,163,71.9,24.67,1774
ANGIER ELEMENTARY,Angier Elementary,San Diego Unified,634320,6073,2,50,134,152,114,11,78,21,25.76,541
ANIMO COLLEGE PREPARATORY ACADEMY,Animo College Preparatory Academy,Los Angeles Unified,622710,6037,4,,468,57,,,8,24,22.38,537
ANIMO ELLEN OCHOA CHARTER MIDDLE,Animo Ellen Ochoa Charter Middle,Los Angeles Unified,622710,6037,1,,425,1,2,,1,21,20.48,430
ANIMO FLORENCEFIRESTONE CHARTER MIDDLE,Animo FlorenceFirestone Charter Middle,Los Angeles Unified,622710,6037,1,0,96,7,0,0,1,7,15,105
ANIMO INGLEWOOD CHARTER HIGH,Animo Inglewood Charter High,Inglewood Unified,618390,6037,,,571,69,,,6,29.01,22.27,646
ANIMO JACKIE ROBINSON HIGH,Animo Jackie Robinson High,Los Angeles Unified,622710,6037,,,593,14,,,11,30,20.6,618
ANIMO JAMES B. TAYLOR CHARTER MIDDLE,Animo James B. Taylor Charter Middle,Los Angeles Unified,622710,6037,2,,409,48,1,,3,17,27.24,463
ANIMO JEFFERSON CHARTER MIDDLE,Animo Jefferson Charter Middle,Los Angeles Unified,622710,6037,,,547,2,,,2,23,23.96,551
ANIMO LEADERSHIP HIGH,Animo Leadership High,Lennox,621420,6037,,3,635,8,2,,1,27.01,24.03,649
ANIMO MAE JEMISON CHARTER MIDDLE,Animo Mae Jemison Charter Middle,Los Angeles Unified,622710,6037,2,,380,66,,,18,17,27.41,466
ANIMO PAT BROWN,Animo Pat Brown,Los Angeles Unified,622710,6037,,,605,6,,,1,27,22.67,612
ANIMO PHILLIS WHEATLEY CHARTER MIDDLE,Animo Phillis Wheatley Charter Middle,Los Angeles Unified,622710,6037,2,,331,249,1,3,7,32.01,18.53,593
ANIMO RALPH BUNCHE CHARTER HIGH,Animo Ralph Bunche Charter High,Los Angeles Unified,622710,6037,1,,622,1,,,3,27,23.22,627
ANIMO SOUTH LOS ANGELES CHARTER,Animo South Los Angeles Charter,Los Angeles Unified,622710,6037,1,,410,132,1,,47,26.01,22.72,591
ANIMO VENICE CHARTER HIGH,Animo Venice Charter High,Los Angeles Unified,622710,6037,,,555,14,8,,25,29.01,20.75,602
ANIMO WATTS COLLEGE PREPARATORY ACADEMY,Animo Watts College Preparatory Academy,Los Angeles Unified,622710,6037,1,2,518,48,,,14,28,20.82,583
ANIMO WESTERN CHARTER MIDDLE,Animo Western Charter Middle,Los Angeles Unified,622710,6037,2,,474,142,1,1,8,33,19.03,628
ANIMO WESTSIDE CHARTER MIDDLE,Animo Westside Charter Middle,Los Angeles Unified,622710,6037,5,4,238,117,13,2,54,20,21.65,433
ANN B. LEAVENWORTH,Ann B. Leavenworth,Fresno Unified,614550,6019,3,94,679,23,41,1,5,35,24.17,846
ANN SOBRATO HIGH,Ann Sobrato High,Morgan Hill Unified,625830,6085,8,250,588,44,541,7,46,60.9,24.37,1484
